TXNAME	GENEID_0	chrom_I_337_1154
_1	chrom_I_1150_1415
_30434	chrom_XVI_164398_164526
_30435	chrom_XVI_164522_164888
_30436	chrom_XVI_164884_164955
_30437	chrom_XVI_164951_165102
_30438	chrom_XVI_165098_165368
_30439	chrom_XVI_165364_165706
_30440	chrom_XVI_165702_166039
_30441	chrom_XVI_166035_166046
_30442	chrom_XVI_166042_166495
_30443	chrom_XVI_166491_167139
_30444	chrom_XVI_167135_167156
_30445	chrom_XVI_167152_167325
_30446	chrom_XVI_167321_167370
_30447	chrom_XVI_167366_167659
_30448	chrom_XVI_167655_167769
_30449	chrom_XVI_167765_167777
_30450	chrom_XVI_167773_168037
_30451	chrom_XVI_168033_168281
_30452	chrom_XVI_168277_168598
_30453	chrom_XVI_168594_169026
_30454	chrom_XVI_169022_169071
_30455	chrom_XVI_169067_169113
_30456	chrom_XVI_169109_169515
_30457	chrom_XVI_169511_169863
_30458	chrom_XVI_169859_170197
_30459	chrom_XVI_170193_170264
_30460	chrom_XVI_170260_170364
_30461	chrom_XVI_170360_170424
_30462	chrom_XVI_170420_170541
_30463	chrom_XVI_170537_171443
_30464	chrom_XVI_171439_172399
_30465	chrom_XVI_172395_172913
_30466	chrom_XVI_172909_173309
_30467	chrom_XVI_173305_173752
_30468	chrom_XVI_173748_174031
_30469	chrom_XVI_174027_174436
_30470	chrom_XVI_174432_174903
_30471	chrom_XVI_174899_175452
_30472	chrom_XVI_175448_176359
_30473	chrom_XVI_176355_176413
_30474	chrom_XVI_176409_177096
_30475	chrom_XVI_177092_177205
_30476	chrom_XVI_177201_177246
_30477	chrom_XVI_177242_177329
_30478	chrom_XVI_177325_177635
_30479	chrom_XVI_177631_178192
_30480	chrom_XVI_178188_178793
_30481	chrom_XVI_178789_179752
_30482	chrom_XVI_179748_179818
_30483	chrom_XVI_179814_180154
_30484	chrom_XVI_180150_180209
_30485	chrom_XVI_180205_180827
_30486	chrom_XVI_180823_181189
_30487	chrom_XVI_181185_181941
_30488	chrom_XVI_181937_181980
_30489	chrom_XVI_181976_182013
_30490	chrom_XVI_182009_182043
_30491	chrom_XVI_182039_183393
_30492	chrom_XVI_183389_183526
_30493	chrom_XVI_183522_184008
_30494	chrom_XVI_184004_184557
_30495	chrom_XVI_184553_186340
_30496	chrom_XVI_186336_186496
_30497	chrom_XVI_186492_186505
_30498	chrom_XVI_186501_186545
_30499	chrom_XVI_186541_186895
_30500	chrom_XVI_186891_187102
_30501	chrom_XVI_187098_188107
_30502	chrom_XVI_188103_188885
_30503	chrom_XVI_188881_189527
_30504	chrom_XVI_189523_189549
_30505	chrom_XVI_189545_189685
_30506	chrom_XVI_189681_189866
_30507	chrom_XVI_189862_190378
_30508	chrom_XVI_190374_190420
_30509	chrom_XVI_190416_190986
_30510	chrom_XVI_190982_191773
_30511	chrom_XVI_191769_192233
_30512	chrom_XVI_192229_192731
_30513	chrom_XVI_192727_193071
_30514	chrom_XVI_193067_194665
_30515	chrom_XVI_194661_194738
_30516	chrom_XVI_194734_194902
_30517	chrom_XVI_194898_195241
_30518	chrom_XVI_195237_195377
_30519	chrom_XVI_195373_195409
_30520	chrom_XVI_195405_195811
_30521	chrom_XVI_195807_196010
_30522	chrom_XVI_196006_196370
_30523	chrom_XVI_196366_196400
_30524	chrom_XVI_196396_196592
_30525	chrom_XVI_196588_196958
_30526	chrom_XVI_196954_197135
_30527	chrom_XVI_197131_198487
_30528	chrom_XVI_198483_198516
_30529	chrom_XVI_198512_199023
_30530	chrom_XVI_199019_199532
_30531	chrom_XVI_199528_199587
_30532	chrom_XVI_199583_199669
_30533	chrom_XVI_199665_199981
_30534	chrom_XVI_199977_200123
_30535	chrom_XVI_200119_200243
_30536	chrom_XVI_200239_200251
_30537	chrom_XVI_200247_201643
_30538	chrom_XVI_201639_201936
_30539	chrom_XVI_201932_202137
_30540	chrom_XVI_202133_202338
_30541	chrom_XVI_202334_203226
_30542	chrom_XVI_203222_204091
_30543	chrom_XVI_204087_204106
_30544	chrom_XVI_204102_204235
_30545	chrom_XVI_204231_204772
_30546	chrom_XVI_204768_204781
_30547	chrom_XVI_204777_205553
_30548	chrom_XVI_205549_206266
_30549	chrom_XVI_206262_206275
_30550	chrom_XVI_206271_206383
_30551	chrom_XVI_206379_206636
_30552	chrom_XVI_206632_206849
_30553	chrom_XVI_206845_206857
_30554	chrom_XVI_206853_207295
_30555	chrom_XVI_207291_207349
_30556	chrom_XVI_207345_208180
_30557	chrom_XVI_208176_208260
_30558	chrom_XVI_208256_208541
_30559	chrom_XVI_208537_208889
_30560	chrom_XVI_208885_209375
_30561	chrom_XVI_209371_209529
_30562	chrom_XVI_209525_210430
_30563	chrom_XVI_210426_210468
_30564	chrom_XVI_210464_211729
_30565	chrom_XVI_211725_212195
_30566	chrom_XVI_212191_212519
_30567	chrom_XVI_212515_212525
_30568	chrom_XVI_212521_213044
_30569	chrom_XVI_213040_214026
_30570	chrom_XVI_214022_214076
_30571	chrom_XVI_214072_214538
_30572	chrom_XVI_214534_214559
_30573	chrom_XVI_214555_215273
_30574	chrom_XVI_215269_216528
_30575	chrom_XVI_216524_216649
_30576	chrom_XVI_216645_216688
_30577	chrom_XVI_216684_216795
_30578	chrom_XVI_216791_217024
_30579	chrom_XVI_217020_217127
_30580	chrom_XVI_217123_217350
_30581	chrom_XVI_217346_217361
_30582	chrom_XVI_217357_217569
_30583	chrom_XVI_217565_217929
_30584	chrom_XVI_217925_217946
_30585	chrom_XVI_217942_218121
_30586	chrom_XVI_218117_218693
_30587	chrom_XVI_218689_218869
_30588	chrom_XVI_218865_219006
_30589	chrom_XVI_219002_219178
_30590	chrom_XVI_219174_219298
_30591	chrom_XVI_219294_219345
_30592	chrom_XVI_219341_220027
_30593	chrom_XVI_220023_220251
_30594	chrom_XVI_220247_220290
_30595	chrom_XVI_220286_220830
_30596	chrom_XVI_220826_221150
_30597	chrom_XVI_221146_221436
_30598	chrom_XVI_221432_222207
_30599	chrom_XVI_222203_222809
_30600	chrom_XVI_222805_223181
_30601	chrom_XVI_223177_223686
_30602	chrom_XVI_223682_223741
_30603	chrom_XVI_223737_224838
_30604	chrom_XVI_224834_225989
_30605	chrom_XVI_225985_226355
_30606	chrom_XVI_226351_226722
_30607	chrom_XVI_226718_226763
_30608	chrom_XVI_226759_227169
_30609	chrom_XVI_227165_227346
_30610	chrom_XVI_227342_227622
_30611	chrom_XVI_227618_227843
_30612	chrom_XVI_227839_227874
_30613	chrom_XVI_227870_227887
_30614	chrom_XVI_227883_228213
_30615	chrom_XVI_228209_228366
_30616	chrom_XVI_228362_228621
_30617	chrom_XVI_228617_228645
_30618	chrom_XVI_228641_228657
_30619	chrom_XVI_228653_228669
_30620	chrom_XVI_228665_229453
_30621	chrom_XVI_229449_230197
_30622	chrom_XVI_230193_230229
_30623	chrom_XVI_230225_230452
_30624	chrom_XVI_230448_231008
_30625	chrom_XVI_231004_231707
_30626	chrom_XVI_231703_232202
_30627	chrom_XVI_232198_232297
_30628	chrom_XVI_232293_234353
_30629	chrom_XVI_234349_234831
_30630	chrom_XVI_234827_235440
_30631	chrom_XVI_235436_235637
_30632	chrom_XVI_235633_235722
_30633	chrom_XVI_235718_236382
_30634	chrom_XVI_236378_236400
_30635	chrom_XVI_236396_237065
_30636	chrom_XVI_237061_237411
_30637	chrom_XVI_237407_237489
_30638	chrom_XVI_237485_237615
_30639	chrom_XVI_237611_237636
_30640	chrom_XVI_237632_238083
_30641	chrom_XVI_238079_238451
_30642	chrom_XVI_238447_239487
_30643	chrom_XVI_239483_239815
_30644	chrom_XVI_239811_239932
_30645	chrom_XVI_239928_240039
_30646	chrom_XVI_240035_240416
_30647	chrom_XVI_240412_240469
_30648	chrom_XVI_240465_240531
_30649	chrom_XVI_240527_240673
_30650	chrom_XVI_240669_240704
_30651	chrom_XVI_240700_241075
_30652	chrom_XVI_241071_241358
_30653	chrom_XVI_241354_241605
_30654	chrom_XVI_241601_241853
_30655	chrom_XVI_241849_242778
_30656	chrom_XVI_242774_243470
_30657	chrom_XVI_243466_243758
_30658	chrom_XVI_243754_244653
_30659	chrom_XVI_244649_244775
_30660	chrom_XVI_244771_244852
_30661	chrom_XVI_244848_245576
_30662	chrom_XVI_245572_245958
_30663	chrom_XVI_245954_246186
_30664	chrom_XVI_246182_246383
_30665	chrom_XVI_246379_246470
_30666	chrom_XVI_246466_246563
_30667	chrom_XVI_246559_247783
_30668	chrom_XVI_247779_247894
_30669	chrom_XVI_247890_248623
_30670	chrom_XVI_248619_248920
_30671	chrom_XVI_248916_249069
_30672	chrom_XVI_249065_249846
_30673	chrom_XVI_249842_250343
_30674	chrom_XVI_250339_250864
_30675	chrom_XVI_250860_252141
_30676	chrom_XVI_252137_252442
_30677	chrom_XVI_252438_253110
_30678	chrom_XVI_253106_253223
_30679	chrom_XVI_253219_253506
_30680	chrom_XVI_253502_254263
_30681	chrom_XVI_254259_254309
_30682	chrom_XVI_254305_254898
_30683	chrom_XVI_254894_255275
_30684	chrom_XVI_255271_255338
_30685	chrom_XVI_255334_255841
_30686	chrom_XVI_255837_256321
_30687	chrom_XVI_256317_256410
_30688	chrom_XVI_256406_256995
_30689	chrom_XVI_256991_257123
_30690	chrom_XVI_257119_257200
_30691	chrom_XVI_257196_257358
_30692	chrom_XVI_257354_257424
_30693	chrom_XVI_257420_257651
_30694	chrom_XVI_257647_257751
_30695	chrom_XVI_257747_257801
_30696	chrom_XVI_257797_258250
_30697	chrom_XVI_258246_258310
_30698	chrom_XVI_258306_258842
_30699	chrom_XVI_258838_258943
_30700	chrom_XVI_258939_259092
_30701	chrom_XVI_259088_259121
_30702	chrom_XVI_259117_259141
_30703	chrom_XVI_259137_259249
_30704	chrom_XVI_259245_259927
_30705	chrom_XVI_259923_260533
_30706	chrom_XVI_260529_261802
_30707	chrom_XVI_261798_262157
_30708	chrom_XVI_262153_262380
_30709	chrom_XVI_262376_262633
_30710	chrom_XVI_262629_262799
_30711	chrom_XVI_262795_262846
_30712	chrom_XVI_262842_263203
_30713	chrom_XVI_263199_263703
_30714	chrom_XVI_263699_263713
_30715	chrom_XVI_263709_264015
_30716	chrom_XVI_264011_264113
_30717	chrom_XVI_264109_264333
_30718	chrom_XVI_264329_265325
_30719	chrom_XVI_265321_266542
_30720	chrom_XVI_266538_266828
_30721	chrom_XVI_266824_266963
_30722	chrom_XVI_266959_267035
_30723	chrom_XVI_267031_267095
_30724	chrom_XVI_267091_267272
_30725	chrom_XVI_267268_267524
_30726	chrom_XVI_267520_268208
_30727	chrom_XVI_268204_268250
_30728	chrom_XVI_268246_268417
_30729	chrom_XVI_268413_268980
_30730	chrom_XVI_268976_269077
_30731	chrom_XVI_269073_269786
_30732	chrom_XVI_269782_270571
_30733	chrom_XVI_270567_271096
_30734	chrom_XVI_271092_271367
_30735	chrom_XVI_271363_271371
_30736	chrom_XVI_271367_272522
_30737	chrom_XVI_272518_272947
_30738	chrom_XVI_272943_273085
_30739	chrom_XVI_273081_273401
_30740	chrom_XVI_273397_273587
_30741	chrom_XVI_273583_274418
_30742	chrom_XVI_274414_274479
_30743	chrom_XVI_274475_275706
_30744	chrom_XVI_275702_276629
_30745	chrom_XVI_276625_277114
_30746	chrom_XVI_277110_277407
_30747	chrom_XVI_277403_277571
_30748	chrom_XVI_277567_278107
_30749	chrom_XVI_278103_278464
_30750	chrom_XVI_278460_279634
_30751	chrom_XVI_279630_280574
_30752	chrom_XVI_280570_280850
_30753	chrom_XVI_280846_280901
_30754	chrom_XVI_280897_281134
_30755	chrom_XVI_281130_281371
_30756	chrom_XVI_281367_282257
_30757	chrom_XVI_282253_282464
_30758	chrom_XVI_282460_282616
_30759	chrom_XVI_282612_282703
_30760	chrom_XVI_282699_282737
_30761	chrom_XVI_282733_282743
_30762	chrom_XVI_282739_283880
_30763	chrom_XVI_283876_284164
_30764	chrom_XVI_284160_284368
_30765	chrom_XVI_284364_284843
_30766	chrom_XVI_284839_285023
_30767	chrom_XVI_285019_285145
_30768	chrom_XVI_285141_285300
_30769	chrom_XVI_285296_285540
_30770	chrom_XVI_285536_286294
_30771	chrom_XVI_286290_286324
_30772	chrom_XVI_286320_286403
_30773	chrom_XVI_286399_287672
_30774	chrom_XVI_287668_287740
_30775	chrom_XVI_287736_288588
_30776	chrom_XVI_288584_288809
_30777	chrom_XVI_288805_289258
_30778	chrom_XVI_289254_289491
_30779	chrom_XVI_289487_289774
_30780	chrom_XVI_289770_291131
_30781	chrom_XVI_291127_291858
_30782	chrom_XVI_291854_291903
_30783	chrom_XVI_291899_292788
_30784	chrom_XVI_292784_292936
_30785	chrom_XVI_292932_293107
_30786	chrom_XVI_293103_293602
_30787	chrom_XVI_293598_294557
_30788	chrom_XVI_294553_294572
_30789	chrom_XVI_294568_294793
_30790	chrom_XVI_294789_295110
_30791	chrom_XVI_295106_295289
_30792	chrom_XVI_295285_295385
_30793	chrom_XVI_295381_295766
_30794	chrom_XVI_295762_295925
_30795	chrom_XVI_295921_296047
_30796	chrom_XVI_296043_297348
_30797	chrom_XVI_297344_297784
_30798	chrom_XVI_297780_297994
_30799	chrom_XVI_297990_298085
_30800	chrom_XVI_298081_298573
_30801	chrom_XVI_298569_298779
_30802	chrom_XVI_298775_298848
_30803	chrom_XVI_298844_299330
_30804	chrom_XVI_299326_299701
_30805	chrom_XVI_299697_300105
_30806	chrom_XVI_300101_300236
_30807	chrom_XVI_300232_300506
_30808	chrom_XVI_300502_300596
_30809	chrom_XVI_300592_300949
_30810	chrom_XVI_300945_301471
_30811	chrom_XVI_301467_301745
_30812	chrom_XVI_301741_301778
_30813	chrom_XVI_301774_301963
_30814	chrom_XVI_301959_302410
_30815	chrom_XVI_302406_302428
_30816	chrom_XVI_302424_302973
_30817	chrom_XVI_302969_303436
_30818	chrom_XVI_303432_303711
_30819	chrom_XVI_303707_303991
_30820	chrom_XVI_303987_304373
_30821	chrom_XVI_304369_305065
_30822	chrom_XVI_305061_305810
_30823	chrom_XVI_305806_306560
_30824	chrom_XVI_306556_307286
_30825	chrom_XVI_307282_307443
_30826	chrom_XVI_307439_307466
_30827	chrom_XVI_307462_307667
_30828	chrom_XVI_307663_307948
_30829	chrom_XVI_307944_307971
_30830	chrom_XVI_307967_309057
_30831	chrom_XVI_309053_309364
_30832	chrom_XVI_309360_309372
_30833	chrom_XVI_309368_309418
_30834	chrom_XVI_309414_309456
_30835	chrom_XVI_309452_310204
_30836	chrom_XVI_310200_310366
_30837	chrom_XVI_310362_310868
_30838	chrom_XVI_310864_311072
_30839	chrom_XVI_311068_311139
_30840	chrom_XVI_311135_311907
_30841	chrom_XVI_311903_312401
_30842	chrom_XVI_312397_312878
_30843	chrom_XVI_312874_313624
_30844	chrom_XVI_313620_313691
_30845	chrom_XVI_313687_313791
_30846	chrom_XVI_313787_313817
_30847	chrom_XVI_313813_314016
_30848	chrom_XVI_314012_314100
_30849	chrom_XVI_314096_314595
_30850	chrom_XVI_314591_315237
_30851	chrom_XVI_315233_315361
_30852	chrom_XVI_315357_315417
_30853	chrom_XVI_315413_315501
_30854	chrom_XVI_315497_316005
_30855	chrom_XVI_316001_316074
_30856	chrom_XVI_316070_316175
_30857	chrom_XVI_316171_316320
_30858	chrom_XVI_316316_316562
_30859	chrom_XVI_316558_316735
_30860	chrom_XVI_316731_317084
_30861	chrom_XVI_317080_317274
_30862	chrom_XVI_317270_317440
_30863	chrom_XVI_317436_317444
_30864	chrom_XVI_317440_317803
_30865	chrom_XVI_317799_318001
_30866	chrom_XVI_317997_319454
_30867	chrom_XVI_319450_319912
_30868	chrom_XVI_319908_320139
_30869	chrom_XVI_320135_320478
_30870	chrom_XVI_320474_321193
_30871	chrom_XVI_321189_321374
_30872	chrom_XVI_321370_321796
_30873	chrom_XVI_321792_322471
_30874	chrom_XVI_322467_322819
_30875	chrom_XVI_322815_322927
_30876	chrom_XVI_322923_323836
_30877	chrom_XVI_323832_324973
_30878	chrom_XVI_324969_324993
_30879	chrom_XVI_324989_325478
_30880	chrom_XVI_325474_325896
_30881	chrom_XVI_325892_326584
_30882	chrom_XVI_326580_327083
_30883	chrom_XVI_327079_327468
_30884	chrom_XVI_327464_328087
_30885	chrom_XVI_328083_328221
_30886	chrom_XVI_328217_328338
_30887	chrom_XVI_328334_328598
_30888	chrom_XVI_328594_329418
_30889	chrom_XVI_329414_329443
_30890	chrom_XVI_329439_329455
_30891	chrom_XVI_329451_329517
_30892	chrom_XVI_329513_329628
_30893	chrom_XVI_329624_330306
_30894	chrom_XVI_330302_330902
_30895	chrom_XVI_330898_331186
_30896	chrom_XVI_331182_332290
_30897	chrom_XVI_332286_333267
_30898	chrom_XVI_333263_333376
_30899	chrom_XVI_333372_333572
_30900	chrom_XVI_333568_334428
_30901	chrom_XVI_334424_334452
_30902	chrom_XVI_334448_334916
_30903	chrom_XVI_334912_335147
_30904	chrom_XVI_335143_335172
_30905	chrom_XVI_335168_335414
_30906	chrom_XVI_335410_335421
_30907	chrom_XVI_335417_336308
_30908	chrom_XVI_336304_336337
_30909	chrom_XVI_336333_336346
_30910	chrom_XVI_336342_336816
_30911	chrom_XVI_336812_337235
_30912	chrom_XVI_337231_337507
_30913	chrom_XVI_337503_338869
_30914	chrom_XVI_338865_339610
_30915	chrom_XVI_339606_339849
_30916	chrom_XVI_339845_340311
_30917	chrom_XVI_340307_340532
_30918	chrom_XVI_340528_340587
_30919	chrom_XVI_340583_340860
_30920	chrom_XVI_340856_341126
_30921	chrom_XVI_341122_341173
_30922	chrom_XVI_341169_341375
_30923	chrom_XVI_341371_343252
_30924	chrom_XVI_343248_345288
_30925	chrom_XVI_345284_345303
_30926	chrom_XVI_345299_345623
_30927	chrom_XVI_345619_345728
_30928	chrom_XVI_345724_345850
_30929	chrom_XVI_345846_346028
_30930	chrom_XVI_346024_346214
_30931	chrom_XVI_346210_346415
_30932	chrom_XVI_346411_346448
_30933	chrom_XVI_346444_346539
_30934	chrom_XVI_346535_346546
_30935	chrom_XVI_346542_346566
_30936	chrom_XVI_346562_346716
_30937	chrom_XVI_346712_346840
_30938	chrom_XVI_346836_347124
_30939	chrom_XVI_347120_347213
_30940	chrom_XVI_347209_348072
_30941	chrom_XVI_348068_348179
_30942	chrom_XVI_348175_348310
_30943	chrom_XVI_348306_348537
_30944	chrom_XVI_348533_348723
_30945	chrom_XVI_348719_348737
_30946	chrom_XVI_348733_348840
_30947	chrom_XVI_348836_348926
_30948	chrom_XVI_348922_349108
_30949	chrom_XVI_349104_349295
_30950	chrom_XVI_349291_349470
_30951	chrom_XVI_349466_349921
_30952	chrom_XVI_349917_350166
_30953	chrom_XVI_350162_350316
_30954	chrom_XVI_350312_350888
_30955	chrom_XVI_350884_350987
_30956	chrom_XVI_350983_353153
_30957	chrom_XVI_353149_353677
_30958	chrom_XVI_353673_353778
_30959	chrom_XVI_353774_354282
_30960	chrom_XVI_354278_354476
_30961	chrom_XVI_354472_354531
_30962	chrom_XVI_354527_354819
_30963	chrom_XVI_354815_355166
_30964	chrom_XVI_355162_355904
_30965	chrom_XVI_355900_356335
_30966	chrom_XVI_356331_356367
_30967	chrom_XVI_356363_357390
_30968	chrom_XVI_357386_357519
_30969	chrom_XVI_357515_357536
_30970	chrom_XVI_357532_358165
_30971	chrom_XVI_358161_358401
_30972	chrom_XVI_358397_358603
_30973	chrom_XVI_358599_358726
_30974	chrom_XVI_358722_358806
_30975	chrom_XVI_358802_359103
_30976	chrom_XVI_359099_360721
_30977	chrom_XVI_360717_360802
_30978	chrom_XVI_360798_360882
_30979	chrom_XVI_360878_362089
_30980	chrom_XVI_362085_362407
_30981	chrom_XVI_362403_362419
_30982	chrom_XVI_362415_362552
_30983	chrom_XVI_362548_363726
_30984	chrom_XVI_363722_363776
_30985	chrom_XVI_363772_364779
_30986	chrom_XVI_364775_365210
_30987	chrom_XVI_365206_365232
_30988	chrom_XVI_365228_365775
_30989	chrom_XVI_365771_365978
_30990	chrom_XVI_365974_366109
_30991	chrom_XVI_366105_366183
_30992	chrom_XVI_366179_366375
_30993	chrom_XVI_366371_366386
_30994	chrom_XVI_366382_367168
_30995	chrom_XVI_367164_367174
_30996	chrom_XVI_367170_367413
_30997	chrom_XVI_367409_367465
_30998	chrom_XVI_367461_367579
_30999	chrom_XVI_367575_367774
_31000	chrom_XVI_367770_367979
_31001	chrom_XVI_367975_368248
_31002	chrom_XVI_368244_368808
_31003	chrom_XVI_368804_368872
_31004	chrom_XVI_368868_369479
_31005	chrom_XVI_369475_370017
_31006	chrom_XVI_370013_370212
_31007	chrom_XVI_370208_370368
_31008	chrom_XVI_370364_370428
_31009	chrom_XVI_370424_370615
_31010	chrom_XVI_370611_370788
_31011	chrom_XVI_370784_371077
_31012	chrom_XVI_371073_371467
_31013	chrom_XVI_371463_371494
_31014	chrom_XVI_371490_371744
_31015	chrom_XVI_371740_372155
_31016	chrom_XVI_372151_372777
_31017	chrom_XVI_372773_374202
_31018	chrom_XVI_374198_376164
_31019	chrom_XVI_376160_377481
_31020	chrom_XVI_377477_377850
_31021	chrom_XVI_377846_380560
_31022	chrom_XVI_380556_380752
_31023	chrom_XVI_380748_380911
_31024	chrom_XVI_380907_381440
_31025	chrom_XVI_381436_382419
_31026	chrom_XVI_382415_382442
_31027	chrom_XVI_382438_382728
_31028	chrom_XVI_382724_383085
_31029	chrom_XVI_383081_383193
_31030	chrom_XVI_383189_384124
_31031	chrom_XVI_384120_384953
_31032	chrom_XVI_384949_385100
_31033	chrom_XVI_385096_385169
_31034	chrom_XVI_385165_386791
_31035	chrom_XVI_386787_386805
_31036	chrom_XVI_386801_387359
_31037	chrom_XVI_387355_387902
_31038	chrom_XVI_387898_388010
_31039	chrom_XVI_388006_388100
_31040	chrom_XVI_388096_388355
_31041	chrom_XVI_388351_389128
_31042	chrom_XVI_389124_389154
_31043	chrom_XVI_389150_389176
_31044	chrom_XVI_389172_390812
_31045	chrom_XVI_390808_391392
_31046	chrom_XVI_391388_391418
_31047	chrom_XVI_391414_391591
_31048	chrom_XVI_391587_391611
_31049	chrom_XVI_391607_391917
_31050	chrom_XVI_391913_391977
_31051	chrom_XVI_391973_392132
_31052	chrom_XVI_392128_393442
_31053	chrom_XVI_393438_393819
_31054	chrom_XVI_393815_393905
_31055	chrom_XVI_393901_394183
_31056	chrom_XVI_394179_394295
_31057	chrom_XVI_394291_394543
_31058	chrom_XVI_394539_394627
_31059	chrom_XVI_394623_395476
_31060	chrom_XVI_395472_395574
_31061	chrom_XVI_395570_396016
_31062	chrom_XVI_396012_396726
_31063	chrom_XVI_396722_396770
_31064	chrom_XVI_396766_397103
_31065	chrom_XVI_397099_397137
_31066	chrom_XVI_397133_397917
_31067	chrom_XVI_397913_398082
_31068	chrom_XVI_398078_398693
_31069	chrom_XVI_398689_398882
_31070	chrom_XVI_398878_398993
_31071	chrom_XVI_398989_399182
_31072	chrom_XVI_399178_399908
_31073	chrom_XVI_399904_400145
_31074	chrom_XVI_400141_400322
_31075	chrom_XVI_400318_400394
_31076	chrom_XVI_400390_400586
_31077	chrom_XVI_400582_400673
_31078	chrom_XVI_400669_400720
_31079	chrom_XVI_400716_400877
_31080	chrom_XVI_400873_400903
_31081	chrom_XVI_400899_402200
_31082	chrom_XVI_402196_402542
_31083	chrom_XVI_402538_402860
_31084	chrom_XVI_402856_403850
_31085	chrom_XVI_403846_404000
_31086	chrom_XVI_403996_404138
_31087	chrom_XVI_404134_404473
_31088	chrom_XVI_404469_405036
_31089	chrom_XVI_405032_405390
_31090	chrom_XVI_405386_405396
_31091	chrom_XVI_405392_406492
_31092	chrom_XVI_406488_407047
_31093	chrom_XVI_407043_407083
_31094	chrom_XVI_407079_407156
_31095	chrom_XVI_407152_408613
_31096	chrom_XVI_408609_409428
_31097	chrom_XVI_409424_409677
_31098	chrom_XVI_409673_410085
_31099	chrom_XVI_410081_410454
_31100	chrom_XVI_410450_410510
_31101	chrom_XVI_410506_410690
_31102	chrom_XVI_410686_411245
_31103	chrom_XVI_411241_412270
_31104	chrom_XVI_412266_412365
_31105	chrom_XVI_412361_413449
_31106	chrom_XVI_413445_413573
_31107	chrom_XVI_413569_413932
_31108	chrom_XVI_413928_413937
_31109	chrom_XVI_413933_414041
_31110	chrom_XVI_414037_414713
_31111	chrom_XVI_414709_415106
_31112	chrom_XVI_415102_415305
_31113	chrom_XVI_415301_416019
_31114	chrom_XVI_416015_416078
_31115	chrom_XVI_416074_416363
_31116	chrom_XVI_416359_416596
_31117	chrom_XVI_416592_416743
_31118	chrom_XVI_416739_417114
_31119	chrom_XVI_417110_417825
_31120	chrom_XVI_417821_418102
_31121	chrom_XVI_418098_418936
_31122	chrom_XVI_418932_419001
_31123	chrom_XVI_418997_419069
_31124	chrom_XVI_419065_419079
_31125	chrom_XVI_419075_419301
_31126	chrom_XVI_419297_419561
_31127	chrom_XVI_419557_420289
_31128	chrom_XVI_420285_421072
_31129	chrom_XVI_421068_421496
_31130	chrom_XVI_421492_421873
_31131	chrom_XVI_421869_421896
_31132	chrom_XVI_421892_422366
_31133	chrom_XVI_422362_422579
_31134	chrom_XVI_422575_422600
_31135	chrom_XVI_422596_422755
_31136	chrom_XVI_422751_422877
_31137	chrom_XVI_422873_423489
_31138	chrom_XVI_423485_423860
_31139	chrom_XVI_423856_423870
_31140	chrom_XVI_423866_424063
_31141	chrom_XVI_424059_424701
_31142	chrom_XVI_424697_424831
_31143	chrom_XVI_424827_424842
_31144	chrom_XVI_424838_425037
_31145	chrom_XVI_425033_425827
_31146	chrom_XVI_425823_426377
_31147	chrom_XVI_426373_426567
_31148	chrom_XVI_426563_426579
_31149	chrom_XVI_426575_426805
_31150	chrom_XVI_426801_426825
_31151	chrom_XVI_426821_427128
_31152	chrom_XVI_427124_427210
_31153	chrom_XVI_427206_427638
_31154	chrom_XVI_427634_427723
_31155	chrom_XVI_427719_428453
_31156	chrom_XVI_428449_428526
_31157	chrom_XVI_428522_428615
_31158	chrom_XVI_428611_428900
_31159	chrom_XVI_428896_428949
_31160	chrom_XVI_428945_429112
_31161	chrom_XVI_429108_429228
_31162	chrom_XVI_429224_430699
_31163	chrom_XVI_430695_430774
_31164	chrom_XVI_430770_431008
_31165	chrom_XVI_431004_431047
_31166	chrom_XVI_431043_431593
_31167	chrom_XVI_431589_432262
_31168	chrom_XVI_432258_432630
_31169	chrom_XVI_432626_432730
_31170	chrom_XVI_432726_433137
_31171	chrom_XVI_433133_433704
_31172	chrom_XVI_433700_433962
_31173	chrom_XVI_433958_434567
_31174	chrom_XVI_434563_434697
_31175	chrom_XVI_434693_434729
_31176	chrom_XVI_434725_434806
_31177	chrom_XVI_434802_434839
_31178	chrom_XVI_434835_435073
_31179	chrom_XVI_435069_435108
_31180	chrom_XVI_435104_435184
_31181	chrom_XVI_435180_435370
_31182	chrom_XVI_435366_435910
_31183	chrom_XVI_435906_436943
_31184	chrom_XVI_436939_437592
_31185	chrom_XVI_437588_437800
_31186	chrom_XVI_437796_438089
_31187	chrom_XVI_438085_438227
_31188	chrom_XVI_438223_438464
_31189	chrom_XVI_438460_438805
_31190	chrom_XVI_438801_439141
_31191	chrom_XVI_439137_439274
_31192	chrom_XVI_439270_440112
_31193	chrom_XVI_440108_440274
_31194	chrom_XVI_440270_440577
_31195	chrom_XVI_440573_440637
_31196	chrom_XVI_440633_440873
_31197	chrom_XVI_440869_440886
_31198	chrom_XVI_440882_441741
_31199	chrom_XVI_441737_442188
_31200	chrom_XVI_442184_442443
_31201	chrom_XVI_442439_442795
_31202	chrom_XVI_442791_443219
_31203	chrom_XVI_443215_443857
_31204	chrom_XVI_443853_444229
_31205	chrom_XVI_444225_444389
_31206	chrom_XVI_444385_445027
_31207	chrom_XVI_445023_445111
_31208	chrom_XVI_445107_445537
